"County","FIPS","Year","Gender","Age Cohort","Variable","Measure Type","Value"
"New London County","09011",2025,"Female","55 to 59 years","Projected Population","Number",10169
"New London County","09011",2025,"Female","55 to 59 years","Projected Population","Percent",7.14
"New London County","09011",2025,"Female","60 to 64 years","Projected Population","Number",11007
"New London County","09011",2025,"Female","60 to 64 years","Projected Population","Percent",7.72
"New London County","09011",2025,"Female","65 to 69 years","Projected Population","Number",10632
"New London County","09011",2025,"Female","65 to 69 years","Projected Population","Percent",7.46
"New London County","09011",2025,"Female","70 to 74 years","Projected Population","Number",8645
"New London County","09011",2025,"Female","70 to 74 years","Projected Population","Percent",6.07
"New London County","09011",2025,"Female","75 to 79 years","Projected Population","Number",6763
"New London County","09011",2025,"Female","75 to 79 years","Projected Population","Percent",4.75
"New London County","09011",2025,"Female","80 to 84 years","Projected Population","Number",4490
"New London County","09011",2025,"Female","80 to 84 years","Projected Population","Percent",3.15
"New London County","09011",2025,"Female","85 to 89 years","Projected Population","Number",2580
"New London County","09011",2025,"Female","85 to 89 years","Projected Population","Percent",1.81
"New London County","09011",2025,"Female","90 years and Over","Projected Population","Number",2543
"New London County","09011",2025,"Female","90 years and Over","Projected Population","Percent",1.78
"New London County","09011",2025,"Male","Total","Projected Population","Number",143276
"New London County","09011",2025,"Male","Total","Projected Population","Percent",50.14
"New London County","09011",2025,"Male","0 to 4 years","Projected Population","Number",7137
"New London County","09011",2025,"Male","0 to 4 years","Projected Population","Percent",4.98
"New London County","09011",2025,"Male","5 to 9 years","Projected Population","Number",7181
"New London County","09011",2025,"Male","5 to 9 years","Projected Population","Percent",5.01
"New London County","09011",2025,"Male","10 to 14 years","Projected Population","Number",7333
"New London County","09011",2025,"Male","10 to 14 years","Projected Population","Percent",5.12
"New London County","09011",2025,"Male","15 to 19 years","Projected Population","Number",8925
"New London County","09011",2025,"Male","15 to 19 years","Projected Population","Percent",6.23
"New London County","09011",2025,"Male","20 to 24 years","Projected Population","Number",10582
"New London County","09011",2025,"Male","20 to 24 years","Projected Population","Percent",7.39
"New London County","09011",2025,"Male","25 to 29 years","Projected Population","Number",8954
"New London County","09011",2025,"Male","25 to 29 years","Projected Population","Percent",6.25
"New London County","09011",2025,"Male","30 to 34 years","Projected Population","Number",8799
"New London County","09011",2025,"Male","30 to 34 years","Projected Population","Percent",6.14
"New London County","09011",2025,"Male","35 to 39 years","Projected Population","Number",8837
"New London County","09011",2025,"Male","35 to 39 years","Projected Population","Percent",6.17
"New London County","09011",2025,"Male","40 to 44 years","Projected Population","Number",8880
"New London County","09011",2025,"Male","40 to 44 years","Projected Population","Percent",6.2
"New London County","09011",2025,"Male","45 to 49 years","Projected Population","Number",8056
"New London County","09011",2025,"Male","45 to 49 years","Projected Population","Percent",5.62
"New London County","09011",2025,"Male","50 to 54 years","Projected Population","Number",8334
"New London County","09011",2025,"Male","50 to 54 years","Projected Population","Percent",5.82
"New London County","09011",2025,"Male","55 to 59 years","Projected Population","Number",9375
"New London County","09011",2025,"Male","55 to 59 years","Projected Population","Percent",6.54
"New London County","09011",2025,"Male","60 to 64 years","Projected Population","Number",10426
"New London County","09011",2025,"Male","60 to 64 years","Projected Population","Percent",7.28
"New London County","09011",2025,"Male","65 to 69 years","Projected Population","Number",10008
"New London County","09011",2025,"Male","65 to 69 years","Projected Population","Percent",6.99
"New London County","09011",2025,"Male","70 to 74 years","Projected Population","Number",7782
"New London County","09011",2025,"Male","70 to 74 years","Projected Population","Percent",5.43
"New London County","09011",2025,"Male","75 to 79 years","Projected Population","Number",5742
"New London County","09011",2025,"Male","75 to 79 years","Projected Population","Percent",4.01
"New London County","09011",2025,"Male","80 to 84 years","Projected Population","Number",3689
"New London County","09011",2025,"Male","80 to 84 years","Projected Population","Percent",2.57
"New London County","09011",2025,"Male","85 to 89 years","Projected Population","Number",1896
"New London County","09011",2025,"Male","85 to 89 years","Projected Population","Percent",1.32
"New London County","09011",2025,"Male","90 years and Over","Projected Population","Number",1340
"New London County","09011",2025,"Male","90 years and Over","Projected Population","Percent",0.94
"Tolland County","09013",2015,"All","Total","Projected Population","Number",155924
"Tolland County","09013",2015,"All","Total","Projected Population","Percent",4.28
"Tolland County","09013",2015,"All","0 to 4 years","Projected Population","Number",6292
"Tolland County","09013",2015,"All","0 to 4 years","Projected Population","Percent",4.04
"Tolland County","09013",2015,"All","5 to 9 years","Projected Population","Number",7327
"Tolland County","09013",2015,"All","5 to 9 years","Projected Population","Percent",4.7
"Tolland County","09013",2015,"All","10 to 14 years","Projected Population","Number",9151
"Tolland County","09013",2015,"All","10 to 14 years","Projected Population","Percent",5.87
"Tolland County","09013",2015,"All","15 to 19 years","Projected Population","Number",15312
"Tolland County","09013",2015,"All","15 to 19 years","Projected Population","Percent",9.82
"Tolland County","09013",2015,"All","20 to 24 years","Projected Population","Number",16388
"Tolland County","09013",2015,"All","20 to 24 years","Projected Population","Percent",10.51
"Tolland County","09013",2015,"All","25 to 29 years","Projected Population","Number",9102
"Tolland County","09013",2015,"All","25 to 29 years","Projected Population","Percent",5.84
"Tolland County","09013",2015,"All","30 to 34 years","Projected Population","Number",7466
"Tolland County","09013",2015,"All","30 to 34 years","Projected Population","Percent",4.79
"Tolland County","09013",2015,"All","35 to 39 years","Projected Population","Number",7615
"Tolland County","09013",2015,"All","35 to 39 years","Projected Population","Percent",4.88
"Tolland County","09013",2015,"All","40 to 44 years","Projected Population","Number",9335
"Tolland County","09013",2015,"All","40 to 44 years","Projected Population","Percent",5.99
"Tolland County","09013",2015,"All","45 to 49 years","Projected Population","Number",11197
"Tolland County","09013",2015,"All","45 to 49 years","Projected Population","Percent",7.18
"Tolland County","09013",2015,"All","50 to 54 years","Projected Population","Number",12519
"Tolland County","09013",2015,"All","50 to 54 years","Projected Population","Percent",8.03
"Tolland County","09013",2015,"All","55 to 59 years","Projected Population","Number",12368
"Tolland County","09013",2015,"All","55 to 59 years","Projected Population","Percent",7.93
"Tolland County","09013",2015,"All","60 to 64 years","Projected Population","Number",9728
"Tolland County","09013",2015,"All","60 to 64 years","Projected Population","Percent",6.24
"Tolland County","09013",2015,"All","65 to 69 years","Projected Population","Number",7738
"Tolland County","09013",2015,"All","65 to 69 years","Projected Population","Percent",4.96
"Tolland County","09013",2015,"All","70 to 74 years","Projected Population","Number",5563
"Tolland County","09013",2015,"All","70 to 74 years","Projected Population","Percent",3.57
"Tolland County","09013",2015,"All","75 to 79 years","Projected Population","Number",3468
"Tolland County","09013",2015,"All","75 to 79 years","Projected Population","Percent",2.22
"Tolland County","09013",2015,"All","80 to 84 years","Projected Population","Number",2422
"Tolland County","09013",2015,"All","80 to 84 years","Projected Population","Percent",1.55
"Tolland County","09013",2015,"All","85 to 89 years","Projected Population","Number",1733
"Tolland County","09013",2015,"All","85 to 89 years","Projected Population","Percent",1.11
"Tolland County","09013",2015,"All","90 years and Over","Projected Population","Number",1200
"Tolland County","09013",2015,"All","90 years and Over","Projected Population","Percent",0.77
"Tolland County","09013",2015,"Female","Total","Projected Population","Number",77523
"Tolland County","09013",2015,"Female","Total","Projected Population","Percent",49.72
"Tolland County","09013",2015,"Female","0 to 4 years","Projected Population","Number",3073
"Tolland County","09013",2015,"Female","0 to 4 years","Projected Population","Percent",3.96
"Tolland County","09013",2015,"Female","5 to 9 years","Projected Population","Number",3591
"Tolland County","09013",2015,"Female","5 to 9 years","Projected Population","Percent",4.63
"Tolland County","09013",2015,"Female","10 to 14 years","Projected Population","Number",4426
"Tolland County","09013",2015,"Female","10 to 14 years","Projected Population","Percent",5.71
"Tolland County","09013",2015,"Female","15 to 19 years","Projected Population","Number",7614
"Tolland County","09013",2015,"Female","15 to 19 years","Projected Population","Percent",9.82
"Tolland County","09013",2015,"Female","20 to 24 years","Projected Population","Number",7598
"Tolland County","09013",2015,"Female","20 to 24 years","Projected Population","Percent",9.8
"Tolland County","09013",2015,"Female","25 to 29 years","Projected Population","Number",4087
"Tolland County","09013",2015,"Female","25 to 29 years","Projected Population","Percent",5.27
"Tolland County","09013",2015,"Female","30 to 34 years","Projected Population","Number",3589
"Tolland County","09013",2015,"Female","30 to 34 years","Projected Population","Percent",4.63
"Tolland County","09013",2015,"Female","35 to 39 years","Projected Population","Number",3844
"Tolland County","09013",2015,"Female","35 to 39 years","Projected Population","Percent",4.96
"Tolland County","09013",2015,"Female","40 to 44 years","Projected Population","Number",4710
"Tolland County","09013",2015,"Female","40 to 44 years","Projected Population","Percent",6.08
"Tolland County","09013",2015,"Female","45 to 49 years","Projected Population","Number",5709
"Tolland County","09013",2015,"Female","45 to 49 years","Projected Population","Percent",7.36
"Tolland County","09013",2015,"Female","50 to 54 years","Projected Population","Number",6253
"Tolland County","09013",2015,"Female","50 to 54 years","Projected Population","Percent",8.07
"Tolland County","09013",2015,"Female","55 to 59 years","Projected Population","Number",6231
"Tolland County","09013",2015,"Female","55 to 59 years","Projected Population","Percent",8.04
"Tolland County","09013",2015,"Female","60 to 64 years","Projected Population","Number",4960
"Tolland County","09013",2015,"Female","60 to 64 years","Projected Population","Percent",6.4
"Tolland County","09013",2015,"Female","65 to 69 years","Projected Population","Number",3959
"Tolland County","09013",2015,"Female","65 to 69 years","Projected Population","Percent",5.11
"Tolland County","09013",2015,"Female","70 to 74 years","Projected Population","Number",2787
"Tolland County","09013",2015,"Female","70 to 74 years","Projected Population","Percent",3.6
"Tolland County","09013",2015,"Female","75 to 79 years","Projected Population","Number",1833
"Tolland County","09013",2015,"Female","75 to 79 years","Projected Population","Percent",2.36
"Tolland County","09013",2015,"Female","80 to 84 years","Projected Population","Number",1354
"Tolland County","09013",2015,"Female","80 to 84 years","Projected Population","Percent",1.75
"Tolland County","09013",2015,"Female","85 to 89 years","Projected Population","Number",1065
"Tolland County","09013",2015,"Female","85 to 89 years","Projected Population","Percent",1.37
"Tolland County","09013",2015,"Female","90 years and Over","Projected Population","Number",840
"Tolland County","09013",2015,"Female","90 years and Over","Projected Population","Percent",1.08
"Tolland County","09013",2015,"Male","Total","Projected Population","Number",78401
"Tolland County","09013",2015,"Male","Total","Projected Population","Percent",50.28
"Tolland County","09013",2015,"Male","0 to 4 years","Projected Population","Number",3219
"Tolland County","09013",2015,"Male","0 to 4 years","Projected Population","Percent",4.11
"Tolland County","09013",2015,"Male","5 to 9 years","Projected Population","Number",3736
"Tolland County","09013",2015,"Male","5 to 9 years","Projected Population","Percent",4.77
"Tolland County","09013",2015,"Male","10 to 14 years","Projected Population","Number",4725
"Tolland County","09013",2015,"Male","10 to 14 years","Projected Population","Percent",6.03
"Tolland County","09013",2015,"Male","15 to 19 years","Projected Population","Number",7698
"Tolland County","09013",2015,"Male","15 to 19 years","Projected Population","Percent",9.82
"Tolland County","09013",2015,"Male","20 to 24 years","Projected Population","Number",8790
"Tolland County","09013",2015,"Male","20 to 24 years","Projected Population","Percent",11.21
"Tolland County","09013",2015,"Male","25 to 29 years","Projected Population","Number",5015
"Tolland County","09013",2015,"Male","25 to 29 years","Projected Population","Percent",6.4
"Tolland County","09013",2015,"Male","30 to 34 years","Projected Population","Number",3877
"Tolland County","09013",2015,"Male","30 to 34 years","Projected Population","Percent",4.95
"Tolland County","09013",2015,"Male","35 to 39 years","Projected Population","Number",3771
"Tolland County","09013",2015,"Male","35 to 39 years","Projected Population","Percent",4.81
"Tolland County","09013",2015,"Male","40 to 44 years","Projected Population","Number",4625
"Tolland County","09013",2015,"Male","40 to 44 years","Projected Population","Percent",5.9
"Tolland County","09013",2015,"Male","45 to 49 years","Projected Population","Number",5488
"Tolland County","09013",2015,"Male","45 to 49 years","Projected Population","Percent",7
"Tolland County","09013",2015,"Male","50 to 54 years","Projected Population","Number",6266
"Tolland County","09013",2015,"Male","50 to 54 years","Projected Population","Percent",7.99
"Tolland County","09013",2015,"Male","55 to 59 years","Projected Population","Number",6137
"Tolland County","09013",2015,"Male","55 to 59 years","Projected Population","Percent",7.83
"Tolland County","09013",2015,"Male","60 to 64 years","Projected Population","Number",4768
"Tolland County","09013",2015,"Male","60 to 64 years","Projected Population","Percent",6.08
"Tolland County","09013",2015,"Male","65 to 69 years","Projected Population","Number",3779
"Tolland County","09013",2015,"Male","65 to 69 years","Projected Population","Percent",4.82
"Tolland County","09013",2015,"Male","70 to 74 years","Projected Population","Number",2776
"Tolland County","09013",2015,"Male","70 to 74 years","Projected Population","Percent",3.54
"Tolland County","09013",2015,"Male","75 to 79 years","Projected Population","Number",1635
"Tolland County","09013",2015,"Male","75 to 79 years","Projected Population","Percent",2.09
"Tolland County","09013",2015,"Male","80 to 84 years","Projected Population","Number",1068
"Tolland County","09013",2015,"Male","80 to 84 years","Projected Population","Percent",1.36
"Tolland County","09013",2015,"Male","85 to 89 years","Projected Population","Number",668
"Tolland County","09013",2015,"Male","85 to 89 years","Projected Population","Percent",0.85
"Tolland County","09013",2015,"Male","90 years and Over","Projected Population","Number",360
"Tolland County","09013",2015,"Male","90 years and Over","Projected Population","Percent",0.46
"Tolland County","09013",2020,"All","Total","Projected Population","Number",158606
"Tolland County","09013",2020,"All","Total","Projected Population","Percent",4.28
"Tolland County","09013",2020,"All","0 to 4 years","Projected Population","Number",6530
"Tolland County","09013",2020,"All","0 to 4 years","Projected Population","Percent",4.12
"Tolland County","09013",2020,"All","5 to 9 years","Projected Population","Number",6620
"Tolland County","09013",2020,"All","5 to 9 years","Projected Population","Percent",4.17
"Tolland County","09013",2020,"All","10 to 14 years","Projected Population","Number",8043
"Tolland County","09013",2020,"All","10 to 14 years","Projected Population","Percent",5.07
"Tolland County","09013",2020,"All","15 to 19 years","Projected Population","Number",14837
"Tolland County","09013",2020,"All","15 to 19 years","Projected Population","Percent",9.35
"Tolland County","09013",2020,"All","20 to 24 years","Projected Population","Number",17817
"Tolland County","09013",2020,"All","20 to 24 years","Projected Population","Percent",11.23
"Tolland County","09013",2020,"All","25 to 29 years","Projected Population","Number",8916
"Tolland County","09013",2020,"All","25 to 29 years","Projected Population","Percent",5.62
"Tolland County","09013",2020,"All","30 to 34 years","Projected Population","Number",8585
"Tolland County","09013",2020,"All","30 to 34 years","Projected Population","Percent",5.41
"Tolland County","09013",2020,"All","35 to 39 years","Projected Population","Number",7549
"Tolland County","09013",2020,"All","35 to 39 years","Projected Population","Percent",4.76
"Tolland County","09013",2020,"All","40 to 44 years","Projected Population","Number",8146
"Tolland County","09013",2020,"All","40 to 44 years","Projected Population","Percent",5.14
"Tolland County","09013",2020,"All","45 to 49 years","Projected Population","Number",9694
"Tolland County","09013",2020,"All","45 to 49 years","Projected Population","Percent",6.11
"Tolland County","09013",2020,"All","50 to 54 years","Projected Population","Number",11129
"Tolland County","09013",2020,"All","50 to 54 years","Projected Population","Percent",7.02
"Tolland County","09013",2020,"All","55 to 59 years","Projected Population","Number",12313
"Tolland County","09013",2020,"All","55 to 59 years","Projected Population","Percent",7.76
"Tolland County","09013",2020,"All","60 to 64 years","Projected Population","Number",11780
"Tolland County","09013",2020,"All","60 to 64 years","Projected Population","Percent",7.43
"Tolland County","09013",2020,"All","65 to 69 years","Projected Population","Number",9041
"Tolland County","09013",2020,"All","65 to 69 years","Projected Population","Percent",5.7
"Tolland County","09013",2020,"All","70 to 74 years","Projected Population","Number",6954
"Tolland County","09013",2020,"All","70 to 74 years","Projected Population","Percent",4.38
"Tolland County","09013",2020,"All","75 to 79 years","Projected Population","Number",4796
"Tolland County","09013",2020,"All","75 to 79 years","Projected Population","Percent",3.02
"Tolland County","09013",2020,"All","80 to 84 years","Projected Population","Number",2783
"Tolland County","09013",2020,"All","80 to 84 years","Projected Population","Percent",1.75
"Tolland County","09013",2020,"All","85 to 89 years","Projected Population","Number",1701
"Tolland County","09013",2020,"All","85 to 89 years","Projected Population","Percent",1.07
"Tolland County","09013",2020,"All","90 years and Over","Projected Population","Number",1372
"Tolland County","09013",2020,"All","90 years and Over","Projected Population","Percent",0.87
"Tolland County","09013",2020,"Female","Total","Projected Population","Number",79255
"Tolland County","09013",2020,"Female","Total","Projected Population","Percent",49.97
"Tolland County","09013",2020,"Female","0 to 4 years","Projected Population","Number",3190
"Tolland County","09013",2020,"Female","0 to 4 years","Projected Population","Percent",4.02
"Tolland County","09013",2020,"Female","5 to 9 years","Projected Population","Number",3235
"Tolland County","09013",2020,"Female","5 to 9 years","Projected Population","Percent",4.08
"Tolland County","09013",2020,"Female","10 to 14 years","Projected Population","Number",3946
"Tolland County","09013",2020,"Female","10 to 14 years","Projected Population","Percent",4.98
"Tolland County","09013",2020,"Female","15 to 19 years","Projected Population","Number",7336
"Tolland County","09013",2020,"Female","15 to 19 years","Projected Population","Percent",9.26
"Tolland County","09013",2020,"Female","20 to 24 years","Projected Population","Number",8345
"Tolland County","09013",2020,"Female","20 to 24 years","Projected Population","Percent",10.53
"Tolland County","09013",2020,"Female","25 to 29 years","Projected Population","Number",3923
"Tolland County","09013",2020,"Female","25 to 29 years","Projected Population","Percent",4.95
"Tolland County","09013",2020,"Female","30 to 34 years","Projected Population","Number",4005
"Tolland County","09013",2020,"Female","30 to 34 years","Projected Population","Percent",5.05
"Tolland County","09013",2020,"Female","35 to 39 years","Projected Population","Number",3860
"Tolland County","09013",2020,"Female","35 to 39 years","Projected Population","Percent",4.87
"Tolland County","09013",2020,"Female","40 to 44 years","Projected Population","Number",4250
"Tolland County","09013",2020,"Female","40 to 44 years","Projected Population","Percent",5.36
"Tolland County","09013",2020,"Female","45 to 49 years","Projected Population","Number",4997
"Tolland County","09013",2020,"Female","45 to 49 years","Projected Population","Percent",6.3
"Tolland County","09013",2020,"Female","50 to 54 years","Projected Population","Number",5788
"Tolland County","09013",2020,"Female","50 to 54 years","Projected Population","Percent",7.3
"Tolland County","09013",2020,"Female","55 to 59 years","Projected Population","Number",6240
"Tolland County","09013",2020,"Female","55 to 59 years","Projected Population","Percent",7.87
"Tolland County","09013",2020,"Female","60 to 64 years","Projected Population","Number",6049
"Tolland County","09013",2020,"Female","60 to 64 years","Projected Population","Percent",7.63
"Tolland County","09013",2020,"Female","65 to 69 years","Projected Population","Number",4646
"Tolland County","09013",2020,"Female","65 to 69 years","Projected Population","Percent",5.86
"Tolland County","09013",2020,"Female","70 to 74 years","Projected Population","Number",3575
"Tolland County","09013",2020,"Female","70 to 74 years","Projected Population","Percent",4.51
"Tolland County","09013",2020,"Female","75 to 79 years","Projected Population","Number",2422
"Tolland County","09013",2020,"Female","75 to 79 years","Projected Population","Percent",3.06
"Tolland County","09013",2020,"Female","80 to 84 years","Projected Population","Number",1492
"Tolland County","09013",2020,"Female","80 to 84 years","Projected Population","Percent",1.88
"Tolland County","09013",2020,"Female","85 to 89 years","Projected Population","Number",1013
"Tolland County","09013",2020,"Female","85 to 89 years","Projected Population","Percent",1.28
"Tolland County","09013",2020,"Female","90 years and Over","Projected Population","Number",943
"Tolland County","09013",2020,"Female","90 years and Over","Projected Population","Percent",1.19
"Tolland County","09013",2020,"Male","Total","Projected Population","Number",79351
"Tolland County","09013",2020,"Male","Total","Projected Population","Percent",50.03
"Tolland County","09013",2020,"Male","0 to 4 years","Projected Population","Number",3340
"Tolland County","09013",2020,"Male","0 to 4 years","Projected Population","Percent",4.21
"Tolland County","09013",2020,"Male","5 to 9 years","Projected Population","Number",3385
"Tolland County","09013",2020,"Male","5 to 9 years","Projected Population","Percent",4.27
"Tolland County","09013",2020,"Male","10 to 14 years","Projected Population","Number",4097
"Tolland County","09013",2020,"Male","10 to 14 years","Projected Population","Percent",5.16
"Tolland County","09013",2020,"Male","15 to 19 years","Projected Population","Number",7501
"Tolland County","09013",2020,"Male","15 to 19 years","Projected Population","Percent",9.45
"Tolland County","09013",2020,"Male","20 to 24 years","Projected Population","Number",9472
"Tolland County","09013",2020,"Male","20 to 24 years","Projected Population","Percent",11.94
"Tolland County","09013",2020,"Male","25 to 29 years","Projected Population","Number",4993
"Tolland County","09013",2020,"Male","25 to 29 years","Projected Population","Percent",6.29
"Tolland County","09013",2020,"Male","30 to 34 years","Projected Population","Number",4580
"Tolland County","09013",2020,"Male","30 to 34 years","Projected Population","Percent",5.77
"Tolland County","09013",2020,"Male","35 to 39 years","Projected Population","Number",3689
"Tolland County","09013",2020,"Male","35 to 39 years","Projected Population","Percent",4.65
"Tolland County","09013",2020,"Male","40 to 44 years","Projected Population","Number",3896
"Tolland County","09013",2020,"Male","40 to 44 years","Projected Population","Percent",4.91
"Tolland County","09013",2020,"Male","45 to 49 years","Projected Population","Number",4697
"Tolland County","09013",2020,"Male","45 to 49 years","Projected Population","Percent",5.92
"Tolland County","09013",2020,"Male","50 to 54 years","Projected Population","Number",5341
"Tolland County","09013",2020,"Male","50 to 54 years","Projected Population","Percent",6.73
"Tolland County","09013",2020,"Male","55 to 59 years","Projected Population","Number",6073
"Tolland County","09013",2020,"Male","55 to 59 years","Projected Population","Percent",7.65
"Tolland County","09013",2020,"Male","60 to 64 years","Projected Population","Number",5731
"Tolland County","09013",2020,"Male","60 to 64 years","Projected Population","Percent",7.22
"Tolland County","09013",2020,"Male","65 to 69 years","Projected Population","Number",4395
"Tolland County","09013",2020,"Male","65 to 69 years","Projected Population","Percent",5.54
"Tolland County","09013",2020,"Male","70 to 74 years","Projected Population","Number",3379
"Tolland County","09013",2020,"Male","70 to 74 years","Projected Population","Percent",4.26
"Tolland County","09013",2020,"Male","75 to 79 years","Projected Population","Number",2374
"Tolland County","09013",2020,"Male","75 to 79 years","Projected Population","Percent",2.99
"Tolland County","09013",2020,"Male","80 to 84 years","Projected Population","Number",1291
"Tolland County","09013",2020,"Male","80 to 84 years","Projected Population","Percent",1.63
"Tolland County","09013",2020,"Male","85 to 89 years","Projected Population","Number",688
"Tolland County","09013",2020,"Male","85 to 89 years","Projected Population","Percent",0.87
"Tolland County","09013",2020,"Male","90 years and Over","Projected Population","Number",429
"Tolland County","09013",2020,"Male","90 years and Over","Projected Population","Percent",0.54
"Tolland County","09013",2025,"All","Total","Projected Population","Number",160759
"Tolland County","09013",2025,"All","Total","Projected Population","Percent",4.29
"Tolland County","09013",2025,"All","0 to 4 years","Projected Population","Number",6842
"Tolland County","09013",2025,"All","0 to 4 years","Projected Population","Percent",4.26
"Tolland County","09013",2025,"All","5 to 9 years","Projected Population","Number",6857
"Tolland County","09013",2025,"All","5 to 9 years","Projected Population","Percent",4.27
"Tolland County","09013",2025,"All","10 to 14 years","Projected Population","Number",7336
"Tolland County","09013",2025,"All","10 to 14 years","Projected Population","Percent",4.56
"Tolland County","09013",2025,"All","15 to 19 years","Projected Population","Number",13730
"Tolland County","09013",2025,"All","15 to 19 years","Projected Population","Percent",8.54
"Tolland County","09013",2025,"All","20 to 24 years","Projected Population","Number",17343
"Tolland County","09013",2025,"All","20 to 24 years","Projected Population","Percent",10.79
"Tolland County","09013",2025,"All","25 to 29 years","Projected Population","Number",10340
"Tolland County","09013",2025,"All","25 to 29 years","Projected Population","Percent",6.43
"Tolland County","09013",2025,"All","30 to 34 years","Projected Population","Number",8398
"Tolland County","09013",2025,"All","30 to 34 years","Projected Population","Percent",5.22
"Tolland County","09013",2025,"All","35 to 39 years","Projected Population","Number",8662
"Tolland County","09013",2025,"All","35 to 39 years","Projected Population","Percent",5.39
"Tolland County","09013",2025,"All","40 to 44 years","Projected Population","Number",8082
"Tolland County","09013",2025,"All","40 to 44 years","Projected Population","Percent",5.03
"Tolland County","09013",2025,"All","45 to 49 years","Projected Population","Number",8516
"Tolland County","09013",2025,"All","45 to 49 years","Projected Population","Percent",5.3
"Tolland County","09013",2025,"All","50 to 54 years","Projected Population","Number",9647
"Tolland County","09013",2025,"All","50 to 54 years","Projected Population","Percent",6
"Tolland County","09013",2025,"All","55 to 59 years","Projected Population","Number",10952
"Tolland County","09013",2025,"All","55 to 59 years","Projected Population","Percent",6.81
"Tolland County","09013",2025,"All","60 to 64 years","Projected Population","Number",11727
"Tolland County","09013",2025,"All","60 to 64 years","Projected Population","Percent",7.29
"Tolland County","09013",2025,"All","65 to 69 years","Projected Population","Number",10989
"Tolland County","09013",2025,"All","65 to 69 years","Projected Population","Percent",6.84
"Tolland County","09013",2025,"All","70 to 74 years","Projected Population","Number",8147
"Tolland County","09013",2025,"All","70 to 74 years","Projected Population","Percent",5.07
"Tolland County","09013",2025,"All","75 to 79 years","Projected Population","Number",5997
"Tolland County","09013",2025,"All","75 to 79 years","Projected Population","Percent",3.73
"Tolland County","09013",2025,"All","80 to 84 years","Projected Population","Number",3836
"Tolland County","09013",2025,"All","80 to 84 years","Projected Population","Percent",2.39
"Tolland County","09013",2025,"All","85 to 89 years","Projected Population","Number",1937
"Tolland County","09013",2025,"All","85 to 89 years","Projected Population","Percent",1.2
"Tolland County","09013",2025,"All","90 years and Over","Projected Population","Number",1421
"Tolland County","09013",2025,"All","90 years and Over","Projected Population","Percent",0.88
"Tolland County","09013",2025,"Female","Total","Projected Population","Number",80773
"Tolland County","09013",2025,"Female","Total","Projected Population","Percent",50.24
"Tolland County","09013",2025,"Female","0 to 4 years","Projected Population","Number",3342
"Tolland County","09013",2025,"Female","0 to 4 years","Projected Population","Percent",4.14
"Tolland County","09013",2025,"Female","5 to 9 years","Projected Population","Number",3351
"Tolland County","09013",2025,"Female","5 to 9 years","Projected Population","Percent",4.15
"Tolland County","09013",2025,"Female","10 to 14 years","Projected Population","Number",3590
"Tolland County","09013",2025,"Female","10 to 14 years","Projected Population","Percent",4.44
"Tolland County","09013",2025,"Female","15 to 19 years","Projected Population","Number",6857
"Tolland County","09013",2025,"Female","15 to 19 years","Projected Population","Percent",8.49
"Tolland County","09013",2025,"Female","20 to 24 years","Projected Population","Number",8068
"Tolland County","09013",2025,"Female","20 to 24 years","Projected Population","Percent",9.99
"Tolland County","09013",2025,"Female","25 to 29 years","Projected Population","Number",4669
"Tolland County","09013",2025,"Female","25 to 29 years","Projected Population","Percent",5.78
"Tolland County","09013",2025,"Female","30 to 34 years","Projected Population","Number",3841
"Tolland County","09013",2025,"Female","30 to 34 years","Projected Population","Percent",4.76
"Tolland County","09013",2025,"Female","35 to 39 years","Projected Population","Number",4274
"Tolland County","09013",2025,"Female","35 to 39 years","Projected Population","Percent",5.29
"Tolland County","09013",2025,"Female","40 to 44 years","Projected Population","Number",4267
"Tolland County","09013",2025,"Female","40 to 44 years","Projected Population","Percent",5.28
"Tolland County","09013",2025,"Female","45 to 49 years","Projected Population","Number",4541
"Tolland County","09013",2025,"Female","45 to 49 years","Projected Population","Percent",5.62
"Tolland County","09013",2025,"Female","50 to 54 years","Projected Population","Number",5085
"Tolland County","09013",2025,"Female","50 to 54 years","Projected Population","Percent",6.3
"Tolland County","09013",2025,"Female","55 to 59 years","Projected Population","Number",5783
"Tolland County","09013",2025,"Female","55 to 59 years","Projected Population","Percent",7.16
"Tolland County","09013",2025,"Female","60 to 64 years","Projected Population","Number",6057
"Tolland County","09013",2025,"Female","60 to 64 years","Projected Population","Percent",7.5
"Tolland County","09013",2025,"Female","65 to 69 years","Projected Population","Number",5688
"Tolland County","09013",2025,"Female","65 to 69 years","Projected Population","Percent",7.04
"Tolland County","09013",2025,"Female","70 to 74 years","Projected Population","Number",4201
"Tolland County","09013",2025,"Female","70 to 74 years","Projected Population","Percent",5.2
"Tolland County","09013",2025,"Female","75 to 79 years","Projected Population","Number",3109
"Tolland County","09013",2025,"Female","75 to 79 years","Projected Population","Percent",3.85
"Tolland County","09013",2025,"Female","80 to 84 years","Projected Population","Number",1977
"Tolland County","09013",2025,"Female","80 to 84 years","Projected Population","Percent",2.45
"Tolland County","09013",2025,"Female","85 to 89 years","Projected Population","Number",1112
"Tolland County","09013",2025,"Female","85 to 89 years","Projected Population","Percent",1.38
"Tolland County","09013",2025,"Female","90 years and Over","Projected Population","Number",961
"Tolland County","09013",2025,"Female","90 years and Over","Projected Population","Percent",1.19
